CMPD_CHEMBLID,processed_smiles,exp,smiles,inchi,Stereo,duplicate
CHEMBL1951918,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(C(F)(F)F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,1.9,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(c3)C(F)(F)F)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,VVWTYHCFZJLFJA-SSEXGKCCSA-N,22_R,False
CHEMBL365614,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCC2CCCN(C)C2)n1,1.9,CN1CCCC(COc2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2)C1,MCWZJZOROQSPHT-UHFFFAOYSA-N,30_?,False
CHEMBL2207656,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,3.15,O[C@H](CNC(=O)C1=CNC(=O)c2c(F)cccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,SUYKBMCECCINPJ-CQSZACIVSA-N,4_R,False
CHEMBL70824,CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,2.16,CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,RNLFZYRGFMHTMW-UHFFFAOYSA-N,,False
CHEMBL1457701,O=c1cc(O)oc2c1c(=O)n(Cc1ccccc1)c1ccccc21,1.97,OC1=CC(=O)C2=C(O1)c3ccccc3N(Cc4ccccc4)C2=O,OUQLVFIVQQFUGE-UHFFFAOYSA-N,,False
CHEMBL140453,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)C(F)(F)F,2.78,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(O)cc2)C(F)(F)F,KXHZZAYXTPZNDJ-UHFFFAOYSA-N,1_?,False
CHEMBL2153180,CCCSc1ncccc1C(=O)N(C)[C@@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2,2.48,CCCSc1ncccc1C(=O)N(C)[C@H]2[C@@H]3CC4C[C@H]2C[C@@](O)(C4)C3,MYUWJGFKFGXFOP-AGSNQCHPSA-N,14_r|15_S|17_?|19_R|21_s,False
CHEMBL2087846,Cn1cncc1-c1c2c(=O)n(CC#CCO)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,2.55,Cn1cncc1c2c3C(=O)N(CC#CCO)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56,OIDADUCTRUNBRG-UHFFFAOYSA-N,,False
CHEMBL2153174,O=S(=O)(Cc1c(F)cccc1F)N1CCN(c2ncccc2C(F)(F)F)CC1,3.9,Fc1cccc(F)c1CS(=O)(=O)N2CCN(CC2)c3ncccc3C(F)(F)F,GYDBKPLWJWNBHX-UHFFFAOYSA-N,,False
CHEMBL520902,CS(=O)(=O)c1ccc(-c2cc(C(=O)N[C@H]3CCCNC3)c(NC(N)=O)s2)cc1,0.68,CS(=O)(=O)c1ccc(cc1)c2cc(C(=O)N[C@H]3CCCNC3)c(NC(=O)N)s2,RJXXPEOYQWYUIP-LBPRGKRZSA-N,14_S,False
CHEMBL1213071,Cc1onc(C(N)=O)c1C(=O)Nc1nccs1,1.63,Cc1onc(C(=O)N)c1C(=O)Nc2nccs2,OXSKIHCDHQSZBA-UHFFFAOYSA-N,,False
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.92,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,4_?,False
CHEMBL1079588,CCn1cnc(-c2ccccc2)c1-c1nc2c(N)ncnc2s1,2.97,CCn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,OHGPGKGZFDVHSY-UHFFFAOYSA-N,,False
CHEMBL167151,CCCc1c(OCCCCSCC(=O)O)ccc(C(C)=O)c1O,1.3,CCCc1c(O)c(ccc1OCCCCSCC(=O)O)C(=O)C,XAMINTBJWYIJGB-UHFFFAOYSA-N,,False
CHEMBL1084546,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,2.63,CN(c1ncccc1CNc2nc(Nc3ccc4NC(=O)Cc4c3)ncc2C(F)(F)F)S(=O)(=O)C,MZDKLVOWGIOKTN-UHFFFAOYSA-N,,False
CHEMBL370492,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,3.0,CCc1nc2cc(O)ccc2c(Oc3ccc(\C=C\C(=O)O)cc3)c1c4ccccc4,XOLNOXKBNUFEQH-XNTDXEJSSA-N,,False
CHEMBL1770298,Cc1ccc(C(NC(=O)c2ccccc2O)C(=O)Nc2c(C)cccc2C)s1,4.05,Cc1ccc(s1)C(NC(=O)c2ccccc2O)C(=O)Nc3c(C)cccc3C,AHTURLVFIJHCLS-UHFFFAOYSA-N,5_?,False
CHEMBL1089517,COCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1,1.86,COCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,UICNECIXFRNYJM-UHFFFAOYSA-N,,False
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,3.34,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,CDMGBJANTYXAIV-UHFFFAOYSA-N,1_?,False
CHEMBL1934271,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,1.88,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,OJRNTTNUFPSZAN-KRWDZBQOSA-N,13_S,False
CHEMBL1630123,CN1CCN(CC(=O)Nc2ccc(-c3cccn4c(=O)cc(N5CCOCC5)nc34)c3sc4ccccc4c23)CC1,2.6,CN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1,ZULRBZHDVNLEGO-UHFFFAOYSA-N,,False
CHEMBL447183,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,0.79,NC1=NC2(CCN(CC2)C(=O)c3ccc(nc3)C#N)Nc4c(F)ccc(F)c14,GIZYIOOBBUHOBS-UHFFFAOYSA-N,,False
CHEMBL441093,CC(=O)NC[C@H]1CN(c2ccc(N3Cc4cccnc4C3)c(F)c2)C(=O)O1,2.88,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4cccnc4C3)c(F)c2,CODRSYHZEISSJM-HNNXBMFYSA-N,5_S,False
CHEMBL1682972,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1cccnc1,2.2,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4cccnc4,WSWJJUWOTZHKGX-MFYZJFEASA-N,2_S|8_?,False
CHEMBL1614705,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,1.79,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4,IGGNAIYXGIUMQZ-UHFFFAOYSA-N,,False
CHEMBL2151322,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc32)n[nH]1,2.79,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23,CEDQYWYBSMPQAF-HNNXBMFYSA-N,15_R,False
CHEMBL2011942,NC(=O)c1cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1NCCCNC(=O)C1CCC1,2.48,NC(=O)c1cnc2[nH]c(nc2c1NCCCNC(=O)C3CCC3)c4ccc(OCCN5CCCCC5)cc4,IUDBEIQBJIEKNX-UHFFFAOYSA-N,,False
CHEMBL252083,CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,3.0,CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c2ccc(Cl)cc2,ANCQOSJSIUWCQF-GFCCVEGCSA-N,6_R,False
CHEMBL453629,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2)n1C(C)C,1.96,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2,CNSXYUZUUPJMQL-UHFFFAOYSA-N,,False
CHEMBL1575541,CC1(C(=O)NC2CCCCC2)CCC(=O)N1Cc1cccs1,2.15,CC1(CCC(=O)N1Cc2cccs2)C(=O)NC3CCCCC3,FBLLCIGGJBIRKZ-UHFFFAOYSA-N,1_?,False
CHEMBL1809067,COc1cc(N2CCN(C(N)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,3.3,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)N,AFEDHDLLXVXFNK-UHFFFAOYSA-N,,False
CHEMBL1223955,NC(=O)c1cccc([S+]([O-])[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.1,NC(=O)c1cccc(c1)[S+]([O-])[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4,HQXYMUSPACPKSH-JHSBFPNCSA-N,8_?|10_r|12_S|15_R,False
CHEMBL551813,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,1.46,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2)nc(N(C)C)c1CC(=O)O,XEOSTBFUCNZKGS-UHFFFAOYSA-N,,False
CHEMBL1916261,CCC(CC)NC(=O)c1nnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,0.46,CCC(CC)NC(=O)c1nnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,ZAEOSRJQGLBEGF-UHFFFAOYSA-N,,False
CHEMBL577458,Nc1nc(SCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1.24,Nc1nc(SCc2ccccc2)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O,NHKVVDFZMRMNRB-XNIJJKJLSA-N,18_R|20_R|23_S|25_R,False
CHEMBL368473,Cn1c(=O)c2nc(-c3cccnc3)[nH]c2n(C)c1=O,0.7,CN1C(=O)N(C)c2[nH]c(nc2C1=O)c3cccnc3,XUYWNICQFANXQY-UHFFFAOYSA-N,,False
CHEMBL2010846,CO[C@@H]1CN(Cc2ccc(C(F)(F)F)cc2)CC[C@@H]1N(C)C(=O)Cc1ccc(-n2cnnn2)cc1,3.1,CO[C@@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,MTJFPNPDPMDLQJ-FCHUYYIVSA-N,2_R|18_S,False
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0.13,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O,CMWTZPSULFXXJA-VIFPVBQESA-N,8_S,False
CHEMBL288470,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0.78,CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,,False
CHEMBL281066,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,2.7,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,BBKGKXNPYBEWIO-UHFFFAOYSA-N,,False
CHEMBL2178385,NC(=O)c1cncc(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)c1,0.22,NC(=O)c1cncc(c1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3,IZCLZTYQBWLSOM-HDJSIYSDSA-N,12_r|15_r,False
CHEMBL563,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.85,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2,SYTBZMRGLBWNTM-UHFFFAOYSA-N,1_?,False
CHEMBL1809196,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C(F)(F)F)c(-c2cnc3ccccn23)n1,3.7,COc1cc(ccc1Nc2ncc(c(n2)c3cnc4ccccn34)C(F)(F)F)N5CCN(CC5)C(=O)C,JSPJZRZQPACRSQ-UHFFFAOYSA-N,,False
CHEMBL2035025,NC1(c2ccc(-c3ncc4nccn4c3-c3ccccc3)cc2)CCC1,1.3,NC1(CCC1)c2ccc(cc2)c3ncc4nccn4c3c5ccccc5,YNWTXEUYEFVUCD-UHFFFAOYSA-N,,False
CHEMBL1778373,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.36,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,ONHAZCJPHPIFHW-ZDUSSCGKSA-N,3_S,False
CHEMBL2179279,CCC(C)(C)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.37,CCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,OOIGDEFCNHECCO-WIOPSUGQSA-N,6_R|28_S,False
CHEMBL139088,Fc1cccc(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2CCNCC2)c1,3.2,Fc1cccc(c1)C(COCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)N3CCNCC3,VTGZPWMFTWGIQB-UHFFFAOYSA-N,6_?,False
CHEMBL1779013,COc1cc(F)ccc1-c1cncc(CNC(=O)c2ccccn2)c1,3.2,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2,XEKZQVZQOZRWEJ-UHFFFAOYSA-N,,False
CHEMBL1299619,CSCc1cc(N2CCOCC2)nc(-c2ccccc2)n1,3.26,CSCc1cc(nc(n1)c2ccccc2)N3CCOCC3,MLNZIJKKSLNUDK-UHFFFAOYSA-N,,False
CHEMBL2062575,CC(=O)Nc1ccc2ccn(-c3cc(NCCCN(C)C)n4ncc(C#N)c4n3)c2c1,1.62,CN(C)CCCNc1cc(nc2c(cnn12)C#N)n3ccc4ccc(NC(=O)C)cc34,LGAQZKSRZOPELW-UHFFFAOYSA-N,,False
CHEMBL2062574,CC(=O)Nc1ccc2ccn(-c3cc(NCCN4CCCC4)n4ncc(C#N)c4n3)c2c1,2.24,CC(=O)Nc1ccc2ccn(c3cc(NCCN4CCCC4)n5ncc(C#N)c5n3)c2c1,VROBSOYWNQARKV-UHFFFAOYSA-N,,False
CHEMBL2163582,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4c(Cl)cccc4c3C2)CC1,3.59,Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,GPRFWQGDRLPCOZ-HZPDHXFCSA-N,6_R|11_R,False
CHEMBL8145,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,2.46,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,,False
CHEMBL65119,Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1,3.8,Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1,KVTYWLATLSZWKO-UHFFFAOYSA-N,,False
CHEMBL1090089,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,1.5,CN1C(=O)C(=Cc2cnc(NC(CCO)CCO)nc12)Oc3ccc(F)cc3F,JYYLVUFNAHSSFE-UHFFFAOYSA-N,,False
CHEMBL111660,CCc1ccc(NC(=O)c2ccc3cc(C(=N)N)ccc3c2)cc1,1.1,CCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1,SHHNTNYQWYJYKN-UHFFFAOYSA-N,,False
CHEMBL2180015,CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,3.6,CC#Cc1ccnc(c1)c2cc(ccc2O)C3(N=C(C)C(=N3)N)C4CC4,FXVJITQJGQEANW-UHFFFAOYSA-N,11_?,False
CHEMBL540930,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1c[nH]c(=O)c(Cl)c1,3.12,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C(=C5)Cl,ACHAGBFZZOHGJZ-UHFFFAOYSA-N,26_?,False
CHEMBL66520,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC=O)c1=O)C(=O)C(F)(F)F,1.84,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC=O)C(=O)C(F)(F)F,GSCUBJMYASAITB-UHFFFAOYSA-N,3_?,False
CHEMBL1809195,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C)c(-c2cnc3ccccn23)n1,2.9,COc1cc(ccc1Nc2ncc(C)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,HXLFOHIDCPNVHE-UHFFFAOYSA-N,,False
CHEMBL1574146,Nc1cccc2c1C(=O)N(Cc1cccc(Cl)c1)C2=O,3.18,Nc1cccc2C(=O)N(Cc3cccc(Cl)c3)C(=O)c12,MBAXYDNQLXXKNL-UHFFFAOYSA-N,,False
CHEMBL2079220,NC(=O)Nc1cc(-c2ccccc2)sc1C(=O)N[C@H]1CCCNC1,1.04,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccccc3,KZWJNCUHHASMNZ-LBPRGKRZSA-N,18_S,False
CHEMBL1964629,Nc1nc(Cl)nc(NCc2ccccc2)n1,2.26,Nc1nc(Cl)nc(NCc2ccccc2)n1,XSDWOOUKAMFWTM-UHFFFAOYSA-N,,False
CHEMBL1374798,COc1cccc(COCC(O)CN2CCC(C(N)=O)CC2)c1,-0.5,COc1cccc(COCC(O)CN2CCC(CC2)C(=O)N)c1,UFBGSYVEMPFLMM-UHFFFAOYSA-N,10_?,False
CHEMBL320714,Oc1nc2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1,2.21,Oc1ccc(CCNCCCCCCOCCc2ccccc2)c3sc(O)nc13,ZMVSQESVVQLQPQ-UHFFFAOYSA-N,,False
CHEMBL1778365,COC[C@H](C)Oc1cc(Oc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,0.95,COC[C@H](C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,OAHXKGMOXATJDV-HNNXBMFYSA-N,3_S,False
CHEMBL256963,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,1.19,Clc1ccc2ncc(c3cccc(NC4CNC4)n3)n2c1,RDTAHMIMQLRAMR-UHFFFAOYSA-N,,False
CHEMBL149324,N=C(N)Nc1ccc(C(=O)Oc2ccccc2)cc1,-0.21,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2,PXPIXLVXGYQMFM-UHFFFAOYSA-N,,False
CHEMBL2035023,NC1(c2ccc(-c3nn4ccc(=O)nc4cc3-c3ccccc3)cc2)CCC1,0.2,NC1(CCC1)c2ccc(cc2)C3=NN4C=CC(=O)N=C4C=C3c5ccccc5,KTGRXAXPOKGURD-UHFFFAOYSA-N,,False
CHEMBL16073,CCOc1ccc(NC(C)=O)cc1,1.5,CCOc1ccc(NC(=O)C)cc1,CPJSUEIXXCENMM-UHFFFAOYSA-N,,False
CHEMBL492112,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1,4.03,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4ccc5[nH]ncc5c4,BIGMDHWABCUPQT-UHFFFAOYSA-N,3_?|5_?|7_?|9_?,False
CHEMBL1909282,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,-0.22,OC(=O)Cc1csc(n1)c2ccc(Cl)cc2,APBSKHYXXKHJFK-UHFFFAOYSA-N,,False
CHEMBL519301,Cc1ccc(-c2ccc(S(=O)(=O)N3CCC[C@H]3C(=O)N3CC[C@@H](N)C3)cc2F)o1,1.2,Cc1oc(cc1)c2ccc(cc2F)S(=O)(=O)N3CCC[C@H]3C(=O)N4CC[C@@H](N)C4,VNINLMKBPVLEPL-KDOFPFPSSA-N,16_S|22_R,False
CHEMBL2012204,Cc1cc([C@H](O)[C@](C)(OCc2ccc(-c3ccccc3)cc2)C(=O)NO)no1,2.88,Cc1onc(c1)[C@H](O)[C@](C)(OCc2ccc(cc2)c3ccccc3)C(=O)NO,GFLUBJYGGPWVEV-FPOVZHCZSA-N,4_S|6_S,False
CHEMBL8232,COc1cccc(Oc2cncnc2O)c1,0.59,COc1cccc(Oc2cncnc2O)c1,BBZIPONMDZDZAD-UHFFFAOYSA-N,,False
CHEMBL2151324,CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,2.97,CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1,BXERIDNAQJVEFF-HNNXBMFYSA-N,18_R,False
CHEMBL557697,O=C(O)c1cccc(-c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)c1,2.84,OC(=O)c1cccc(c1)c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2,VEXQDRCYDJOVGB-UHFFFAOYSA-N,17_?|19_?|21_?|23_?,False
CHEMBL181610,Nc1nc(N)c(C(=O)Nc2ccccn2)nc1Cl,2.67,Nc1nc(N)c(nc1Cl)C(=O)Nc2ccccn2,UIOINPHYMCOKNA-UHFFFAOYSA-N,,False
CHEMBL129198,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,2.4,CN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2,HUQJRYMLJBBEDO-UHFFFAOYSA-N,,False
CHEMBL2170837,CCn1c(C)c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c1-c1ccc(Cl)cc1,4.2,CCn1c(C)c(C(=O)O)c(c2cccc(c2)N3CCN(CC3)c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc7ccccc7)c(c5)S(=O)(=O)C(F)(F)F)cc4)c1c8ccc(Cl)cc8,WQCBFZDVUJBJNR-RRHRGVEJSA-N,32_R,False
CHEMBL1631473,CC1CN(C(=O)c2nnc3c(-c4ncccn4)cccc3c2N)C1,1.21,CC1CN(C1)C(=O)c2nnc3c(cccc3c2N)c4ncccn4,QFDFMEFCBWDRHN-UHFFFAOYSA-N,,False
CHEMBL514257,OC[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1,3.75,OC[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,FXSOVNSBVDXYOV-HNNXBMFYSA-N,2_R,False
CHEMBL2030446,C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc3[nH]ccc3c2)n1,2.38,C[C@H]1COCCN1c2cc(CS(=O)(=O)C)nc(n2)c3ccc4[nH]ccc4c3,XMHSFTLIAYTIQQ-ZDUSSCGKSA-N,1_S,False
CHEMBL2088093,COCCCc1cc(Nc2nc(NCc3cc(C)no3)ncc2Br)n[nH]1,3.07,COCCCc1cc(Nc2nc(NCc3onc(C)c3)ncc2Br)n[nH]1,GRMVXENVVBTWDY-UHFFFAOYSA-N,,False
CHEMBL272842,O=C(O)[C@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1,0.8,OCc1ccc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccccc4)C(=O)O)CC2)cc1Cl,VDHDXBKDWKOEOB-SANMLTNESA-N,3_S,False
CHEMBL550496,O=C(O)CNCCNc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,1.94,OC(=O)CNCCNc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,LMSXXLMCKQJXQH-UHFFFAOYSA-N,18_?|20_?|22_?|24_?,False
CHEMBL2172003,COc1cc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1,3.49,COc1cc(ccc1C2CC2)N3CCN([C@H](C)C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,XJSVWCQEXZGLLO-SXSPYAJSSA-N,11_R|16_R|25_R,False
CHEMBL2031467,CCNC(=O)c1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,1.47,CCNC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4,NIKKNJOVUYAOTG-UHFFFAOYSA-N,,False
CHEMBL1489473,O=C(Nc1nc(-c2ccccc2)cs1)c1cccnc1,3.62,O=C(Nc1nc(cs1)c2ccccc2)c3cccnc3,ZSZBVMKJFQWIFV-UHFFFAOYSA-N,,False
CHEMBL325486,CS(=O)(=O)n1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21,3.4,CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,IXOGWBZUTOHTBT-UHFFFAOYSA-N,,False
CHEMBL2086687,C[C@@H]1CN(C(=O)OCC(F)(F)F)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.0,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OCC(F)(F)F,UFJZVFBUUIBTHV-CYBMUJFWSA-N,1_R,False
CHEMBL1566172,Nc1nnc(Cc2ccc(Cl)cc2)s1,2.34,Nc1nnc(Cc2ccc(Cl)cc2)s1,BFEQYHQYYNNVEL-UHFFFAOYSA-N,,False
CHEMBL339670,N#Cc1c(C(=O)O)n(Cc2ccc(Cl)c(Cl)c2)c2ccccc12,1.26,OC(=O)c1c(C#N)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3,GZFVSBWRIHKSNM-UHFFFAOYSA-N,,False
CHEMBL1947156,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(-c4cccc(CNCc5ccccc5)c4)c3)c2s1,2.32,O[C@@H](CNCCc1cccc(c1)c2cccc(CNCc3ccccc3)c2)c4ccc(O)c5NC(=O)Sc45,HXHAEKRMZXMRER-NDEPHWFRSA-N,9_R,False
